df_index,stream,Zscore,district_rank,island_rank,al_year,sub1,sub1_r,sub2,sub2_r,sub3,sub3_r,cgt_r,ge_r,syllabus,birth_day,birth_month,birth_year,gender
144065,COMMERCE,1.5646,101 (NEW),3104,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,C,new,27,October,2001,female
144166,COMMERCE,1.4176,168 (NEW),4685,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,S,new,29,April,2001,female
144334,COMMERCE,1.4769,145 (NEW),3993,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,S,new,15,March,2000,female
144453,COMMERCE,1.51,125 (NEW),3643,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,A,new,14,April,2000,female
145027,COMMERCE,1.5651,99 (NEW),3097,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,034,S,new,27,June,2001,male
145125,ARTS,1.6351,85 (NEW),3218,2020,GEOGRAPHY,A,DANCING(INDIGENOUS),A,SINHALA,A,042,F,new,27,June,2001,female
145818,ARTS,1.6615,76 (NEW),2924,2020,ECONOMICS,A,GEOGRAPHY,A,POLITICAL SCIENCE,A,052,C,new,28,June,2001,male
145859,ARTS,1.6496,81 (NEW),3050,2020,GEOGRAPHY,A,COMMUNICATION & MEDIA STUDIES,A,SINHALA,A,042,F,new,25,October,2001,female
145976,ARTS,1.5265,127 (NEW),4685,2020,POLITICAL SCIENCE,A,HISTORY OF SRI LANKA & INDIA,A,SINHALA,A,036,C,new,31,December,2001,female
146044,COMMERCE,1.4501,157 (NEW),4288,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,062,C,new,3,June,2001,male
146078,ARTS,1.4628,163 (NEW),5771,2020,ECONOMICS,A,GEOGRAPHY,A,SINHALA,A,Absent,C,new,8,November,2000,female
146079,COMMERCE,1.5351,113 (NEW),3400,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,Absent,new,29,July,2000,female
146120,COMMERCE,1.5715,96 (NEW),3044,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,054,Absent,new,4,July,2000,female
146235,COMMERCE,1.4826,140 (NEW),3935,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,Absent,new,8,September,2000,female
146812,ARTS,1.5476,118 (NEW),4321,2020,GEOGRAPHY,A,ISLAM,A,TAMIL,A,042,C,new,21,May,2001,female
146859,ARTS,1.6457,83 (NEW),3107,2020,GEOGRAPHY,A,HISTORY OF SRI LANKA & INDIA,A,SINHALA,A,044,F,new,24,November,2000,male
147061,COMMERCE,1.4496,158 (NEW),4297,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,076,S,new,10,January,2002,male
147259,ARTS,1.5891,105 (NEW),3795,2020,GEOGRAPHY,A,HISTORY OF SRI LANKA & INDIA,A,DANCING(INDIGENOUS),A,040,F,new,15,January,2002,female
147321,ARTS,1.6704,71 (NEW),2822,2020,ECONOMICS,A,GEOGRAPHY,A,HISTORY OF SRI LANKA & INDIA,A,Absent,B,new,3,April,2000,male
147757,ARTS,1.4247,193 (NEW),6469,2020,HISTORY OF SRI LANKA & INDIA,A,DANCING(INDIGENOUS),A,SINHALA,A,048,F,new,17,April,2001,female
147821,COMMERCE,1.5002,132 (NEW),3763,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,S,new,8,February,2000,female
147997,ARTS,1.1937,378 (NEW),11657,2020,POLITICAL SCIENCE,A,HINDUISM,A,DANCING(BHARATHA),A,044,F,new,3,September,2001,female
148086,ARTS,1.5397,119 (NEW),4447,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,052,B,new,2,March,1999,female
148148,COMMERCE,1.5184,236 (NEW),3555,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,044,S,new,6,December,2001,male
148292,ARTS,1.4764,562 (NEW),5523,2020,HISTORY OF SRI LANKA & INDIA,A,BUDDHIST CIVILIZATION,A,ORIENTAL MUSIC,A,054,S,new,10,May,2001,female
148760,ARTS,1.5821,366 (NEW),3880,2020,HISTORY OF SRI LANKA & INDIA,A,BUDDHIST CIVILIZATION,A,SINHALA,A,044,F,new,27,November,2001,female
149365,COMMERCE,1.5332,223 (NEW),3413,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,Absent,new,3,August,2000,male
149373,COMMERCE,1.4353,320 (NEW),4477,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,054,B,new,24,January,2002,male
149449,COMMERCE,1.5128,241 (NEW),3613,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,Absent,new,19,May,2000,male
149452,COMMERCE,1.6152,170 (NEW),2671,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,S,new,30,April,2001,male
149970,COMMERCE,1.5708,193 (NEW),3051,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,F,new,18,December,2000,female
149990,ARTS,1.3448,856 (NEW),8129,2020,GEOGRAPHY,A,ISLAMIC CIVILIZATION,A,ARABIC,A,048,C,new,27,November,2001,female
150162,ARTS,1.4444,635 (NEW),6107,2020,GEOGRAPHY,A,HISTORY OF SRI LANKA & INDIA,A,SINHALA,A,046,F,new,14,June,2001,female
150245,ARTS,1.6884,240 (NEW),2596,2020,HISTORY OF SRI LANKA & INDIA,A,DANCING(INDIGENOUS),A,SINHALA,A,046,S,new,30,November,2001,female
150365,ARTS,1.4865,539 (NEW),5339,2020,POLITICAL SCIENCE,A,HISTORY OF SRI LANKA & INDIA,A,SINHALA,A,042,F,new,7,August,2001,female
151026,COMMERCE,1.3238,414 (NEW),5846,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,064,B,new,8,April,2001,female
151043,COMMERCE,1.552,209 (NEW),3233,2020,ECONOMICS,A,LOGIC & SCIENTIFIC METHOD,A,ACCOUNTING,A,048,B,new,4,February,2001,female
151046,COMMERCE,1.5473,214 (NEW),3285,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,062,B,new,9,February,2001,female
151093,COMMERCE,1.4011,347 (NEW),4890,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,062,S,new,22,August,2001,female
151227,ARTS,1.5152,481 (NEW),4858,2020,GEOGRAPHY,A,DANCING(INDIGENOUS),A,DRAMA AND THEATRE (SINHALA),A,030,S,new,26,July,2001,female
151472,COMMERCE,1.4758,276 (NEW),4001,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,Absent,new,5,August,2000,female
151495,COMMERCE,1.6233,167 (NEW),2619,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,Absent,new,7,December,2000,female
152051,COMMERCE,1.6282,163 (NEW),2567,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,044,F,new,1,January,2002,female
152500,COMMERCE,1.5965,178 (NEW),2810,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,C,new,3,February,2000,male
152557,COMMERCE,1.5593,201 (NEW),3161,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,046,A,new,9,June,2000,female
152845,ARTS,1.6043,337 (NEW),3593,2020,GEOGRAPHY,A,HISTORY OF SRI LANKA & INDIA,A,BUDDHIST CIVILIZATION,A,044,F,new,7,April,2001,male
152904,COMMERCE,1.5299,226 (NEW),3443,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,046,S,new,26,November,2001,female
153508,COMMERCE,1.4501,297 (NEW),4288,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,042,S,new,11,July,2001,male
153581,COMMERCE,1.5533,208 (NEW),3223,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,054,C,new,6,July,2001,male
153641,COMMERCE,1.5503,211 (NEW),3247,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,B,new,7,April,2000,male
154030,COMMERCE,1.4775,273 (NEW),3981,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,C,new,17,March,2000,female
154033,COMMERCE,1.5263,229 (NEW),3475,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,S,new,7,July,2001,female
154039,COMMERCE,1.5145,240 (NEW),3599,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,064,C,new,30,September,2001,female
154079,COMMERCE,1.5338,221 (NEW),3408,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,Absent,new,29,May,2000,female
154141,COMMERCE,1.4371,317 (NEW),4454,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,066,C,new,22,January,2002,female
154145,COMMERCE,1.5815,185 (NEW),2943,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,058,B,new,25,January,2002,female
154149,COMMERCE,1.6318,160 (NEW),2545,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,A,new,22,August,2001,female
154166,ARTS,1.384,755 (NEW),7235,2020,ECONOMICS,A,SINHALA,A,JAPANESE,A,046,S,new,21,March,2001,female
154169,COMMERCE,1.4126,336 (NEW),4737,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,038,C,new,10,April,2001,female
154195,ARTS,1.2702,1054 (NEW),9842,2020,GEOGRAPHY,A,ORIENTAL MUSIC,A,SINHALA,A,Absent,Absent,new,22,December,2000,female
154237,ARTS,1.6867,243 (NEW),2618,2020,ECONOMICS,A,POLITICAL SCIENCE,A,LOGIC & SCIENTIFIC METHOD,A,050,S,new,13,July,2001,female
154275,ARTS,1.6769,255 (NEW),2743,2020,GEOGRAPHY,A,HISTORY OF SRI LANKA & INDIA,A,ART,A,048,S,new,25,November,2000,female
154551,ARTS,1.4153,696 (NEW),6645,2020,ECONOMICS,A,GEOGRAPHY,A,SINHALA,A,068,C,new,18,January,2002,female
154574,ARTS,1.5859,360 (NEW),3828,2020,HISTORY OF SRI LANKA & EUROPE,A,GERMAN,A,CHINESE,A,042,A,new,5,January,2002,female
154621,ARTS,1.4239,670 (NEW),6489,2020,HISTORY OF SRI LANKA & EUROPE,A,DANCING(INDIGENOUS),A,SINHALA,A,046,S,new,16,July,2001,female
154634,ARTS,1.5239,467 (NEW),4727,2020,POLITICAL SCIENCE,A,HISTORY OF SRI LANKA & EUROPE,A,SINHALA,A,030,F,new,29,December,2001,female
154653,ARTS,1.6232,317 (NEW),3363,2020,POLITICAL SCIENCE,A,HISTORY OF SRI LANKA & EUROPE,A,SINHALA,A,040,C,new,22,August,2001,female
155005,COMMERCE,1.5025,254 (NEW),3735,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,S,new,17,December,2001,female
155023,ARTS,1.6836,248 (NEW),2653,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,LOGIC & SCIENTIFIC METHOD,A,Absent,C,new,28,April,2000,female
155115,COMMERCE,1.6055,176 (NEW),2748,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,064,C,new,6,July,2001,female
155352,COMMERCE,1.5805,186 (NEW),2947,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,Absent,new,4,September,2000,female
155392,COMMERCE,1.625,165 (NEW),2602,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,Absent,new,11,May,2000,female
155401,COMMERCE,1.4775,273 (NEW),3981,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,060,Absent,new,20,May,2000,female
155465,ARTS,1.6957,235 (NEW),2514,2020,HISTORY OF SRI LANKA & INDIA,A,BUDDHIST CIVILIZATION,A,SINHALA,A,054,F,new,3,August,2001,female
155497,COMMERCE,1.5595,200 (NEW),3160,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,044,S,new,4,December,2000,female
155558,ARTS,1.5405,427 (NEW),4427,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,DANCING(INDIGENOUS),A,036,F,new,14,December,2001,female
155820,COMMERCE,1.6175,169 (NEW),2655,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,C,new,8,August,2001,male
155964,ARTS,1.5345,439 (NEW),4550,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,040,F,new,13,September,2000,female
156000,COMMERCE,1.6186,168 (NEW),2646,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,038,F,new,26,December,2001,male
156034,COMMERCE,1.5593,201 (NEW),3161,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,044,C,new,26,November,2001,male
156041,ARTS,1.6853,245 (NEW),2631,2020,GEOGRAPHY,A,ISLAMIC CIVILIZATION,A,TAMIL,A,044,F,new,21,April,2001,female
156055,COMMERCE,1.5328,224 (NEW),3414,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,046,B,new,30,June,2000,male
156179,ARTS,1.6757,257 (NEW),2762,2020,GEOGRAPHY,A,HOME ECONOMICS,A,ART,A,034,F,new,26,November,2000,male
156282,ARTS,1.3575,819 (NEW),7818,2020,HOME ECONOMICS,A,ISLAMIC CIVILIZATION,A,ARABIC,A,036,F,new,25,September,2000,female
156295,ARTS,1.3393,874 (NEW),8263,2020,POLITICAL SCIENCE,A,ISLAMIC CIVILIZATION,A,ARABIC,A,036,C,new,26,March,2000,female
156307,ARTS,1.3114,931 (NEW),8884,2020,POLITICAL SCIENCE,A,ISLAMIC CIVILIZATION,A,ARABIC,A,052,F,new,26,November,2000,male
156320,ARTS,1.6455,289 (NEW),3111,2020,POLITICAL SCIENCE,A,ISLAMIC CIVILIZATION,A,ARABIC,A,044,C,new,4,August,2000,female
156332,ARTS,1.1832,1262 (NEW),11941,2020,POLITICAL SCIENCE,A,ISLAMIC CIVILIZATION,A,ARABIC,A,034,S,new,1,February,2000,female
156334,ARTS,1.5367,431 (NEW),4499,2020,POLITICAL SCIENCE,A,ISLAMIC CIVILIZATION,A,ARABIC,A,042,S,new,10,August,2001,male
156336,ARTS,1.4673,586 (NEW),5684,2020,POLITICAL SCIENCE,A,ISLAMIC CIVILIZATION,A,ARABIC,A,058,S,new,23,March,2001,male
156607,ARTS,1.614,330 (NEW),3485,2020,HISTORY OF SRI LANKA & INDIA,A,BUDDHIST CIVILIZATION,A,SINHALA,A,038,F,new,5,June,2001,female
156821,ARTS,1.446,630 (NEW),6077,2020,GEOGRAPHY,A,HISTORY OF SRI LANKA & EUROPE,A,ISLAM,A,040,F,new,13,September,2001,female
157287,COMMERCE,1.5503,211 (NEW),3247,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,032,S,new,7,April,2001,female
157347,COMMERCE,1.5299,226 (NEW),3443,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,070,B,new,25,July,2001,male
157379,COMMERCE,1.4422,311 (NEW),4389,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,054,S,new,5,September,2001,female
157467,COMMERCE,1.4666,285 (NEW),4108,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,064,B,new,7,November,2001,female
157479,COMMERCE,1.5026,253 (NEW),3732,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,S,new,2,June,2001,female
157488,COMMERCE,1.5724,191 (NEW),3034,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,S,new,15,August,2001,female
157504,COMMERCE,1.6261,164 (NEW),2591,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,066,S,new,22,February,2001,female
157548,COMMERCE,1.4843,268 (NEW),3922,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,S,new,24,January,2002,female
157590,ARTS,1.5828,364 (NEW),3871,2020,ECONOMICS,A,GEOGRAPHY,A,SINHALA,A,044,S,new,5,September,2001,female
157621,ARTS,1.6429,291 (NEW),3140,2020,GEOGRAPHY,A,ORIENTAL MUSIC,A,SINHALA,A,044,C,new,2,April,2001,female
157633,ARTS,1.6869,242 (NEW),2615,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,SINHALA,A,044,A,new,17,June,2001,female
157647,ARTS,1.6145,329 (NEW),3481,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,038,S,new,24,November,2001,female
157726,ARTS,1.5839,363 (NEW),3855,2020,GEOGRAPHY,A,ART,A,SINHALA,A,048,F,new,10,December,2001,female
157953,COMMERCE,1.5668,195 (NEW),3083,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,050,C,new,17,June,2000,female
157996,COMMERCE,1.5179,237 (NEW),3561,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,B,new,27,May,2000,female
158294,ARTS,1.509,492 (NEW),4948,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,Absent,F,new,20,November,2000,female
158603,ARTS,1.6073,336 (NEW),3562,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,040,C,new,28,May,2001,male
158792,ARTS,1.5725,376 (NEW),3991,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,044,S,new,7,October,2001,female
158895,ARTS,1.6587,273 (NEW),2949,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,Absent,F,new,4,May,2000,female
159143,COMMERCE,1.5492,213 (NEW),3266,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,F,new,14,September,2000,female
159237,ARTS,1.5678,383 (NEW),4045,2020,GEOGRAPHY,A,DANCING(INDIGENOUS),A,SINHALA,A,050,F,new,20,July,2000,female
159861,ARTS,1.6535,282 (NEW),3009,2020,POLITICAL SCIENCE,A,HISTORY OF SRI LANKA & EUROPE,A,SINHALA,A,040,S,new,4,April,2000,female
160815,ARTS,1.5597,399 (NEW),4174,2020,COMMUNICATION & MEDIA STUDIES,A,ORIENTAL MUSIC,A,SINHALA,A,054,S,new,13,December,2001,female
160907,ARTS,1.5767,373 (NEW),3944,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,026,F,new,6,July,2001,male
161002,ARTS,1.6628,270 (NEW),2909,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,044,F,new,2,January,2002,female
161259,ARTS,1.3136,928 (NEW),8841,2020,POLITICAL SCIENCE,A,ORIENTAL MUSIC,A,SINHALA,A,036,F,new,7,June,2000,female
161410,ARTS,1.4487,624 (NEW),6024,2020,POLITICAL SCIENCE,A,ORIENTAL MUSIC,A,SINHALA,A,044,F,new,1,April,2001,female
161483,ARTS,1.6164,325 (NEW),3455,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,036,S,new,16,March,2001,female
161565,ARTS,1.6303,306 (NEW),3286,2020,GEOGRAPHY,A,ISLAMIC CIVILIZATION,A,TAMIL,A,046,B,new,29,December,2001,female
161655,COMMERCE,1.4599,290 (NEW),4178,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,050,F,new,6,October,2001,female
162187,ARTS,1.663,268 (NEW),2901,2020,GEOGRAPHY,A,ISLAMIC CIVILIZATION,A,TAMIL,A,046,F,new,15,July,2001,female
162188,COMMERCE,1.6113,172 (NEW),2694,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,066,S,new,22,February,2001,male
162247,ARTS,1.5968,347 (NEW),3701,2020,GEOGRAPHY,A,HISTORY OF SRI LANKA & EUROPE,A,ISLAMIC CIVILIZATION,A,050,F,new,16,January,2002,female
162276,ARTS,1.6728,260 (NEW),2801,2020,GEOGRAPHY,A,HISTORY OF SRI LANKA & EUROPE,A,ISLAM,A,056,F,new,24,November,2001,female
162490,ARTS,1.547,415 (NEW),4331,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,052,C,new,30,September,2001,female
162608,ARTS,1.5473,414 (NEW),4325,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,040,F,new,1,March,2001,female
162726,ARTS,1.4254,667 (NEW),6457,2020,ECONOMICS,A,GEOGRAPHY,A,SINHALA,A,056,F,new,13,May,2001,male
162768,ARTS,1.5802,369 (NEW),3900,2020,HISTORY OF SRI LANKA & INDIA,A,DRAMA AND THEATRE (SINHALA),A,SINHALA,A,044,F,new,19,February,2001,female
162781,ARTS,1.5267,461 (NEW),4681,2020,HISTORY OF SRI LANKA & INDIA,A,BUDDHIST CIVILIZATION,A,SINHALA,A,048,F,new,23,November,2000,female
162803,ARTS,1.3926,738 (NEW),7065,2020,HISTORY OF SRI LANKA & INDIA,A,BUDDHIST CIVILIZATION,A,SINHALA,A,028,F,new,3,October,2001,female
162881,ARTS,1.6549,278 (NEW),2995,2020,HISTORY OF SRI LANKA & INDIA,A,BUDDHIST CIVILIZATION,A,SINHALA,A,040,F,new,13,October,2000,female
162987,COMMERCE,1.6244,166 (NEW),2606,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,058,S,new,23,March,2000,male
163066,ARTS,1.5356,435 (NEW),4527,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,038,S,new,11,May,2001,female
163535,COMMERCE,1.5942,181 (NEW),2834,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,S,new,28,December,2000,male
163597,ARTS,1.6677,264 (NEW),2857,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,054,F,new,16,April,2001,female
163820,COMMERCE,1.5866,184 (NEW),2896,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,042,F,new,1,November,2001,female
163891,ARTS,1.5894,356 (NEW),3793,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,058,S,new,11,August,2001,female
163957,ARTS,1.6182,324 (NEW),3440,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,050,F,new,17,November,2001,female
164037,ARTS,1.5515,407 (NEW),4271,2020,POLITICAL SCIENCE,A,ISLAMIC CIVILIZATION,A,TAMIL,A,054,F,new,27,May,2000,female
164321,COMMERCE,1.6003,177 (NEW),2785,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,F,new,17,August,2000,female
164384,ARTS,1.68,252 (NEW),2707,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,032,S,new,30,August,2001,female
164714,COMMERCE,1.4512,295 (NEW),4274,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,S,new,29,September,2000,male
164847,COMMERCE,1.5572,206 (NEW),3184,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,062,S,new,8,February,2001,male
164960,COMMERCE,1.5259,230 (NEW),3479,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,Absent,new,30,May,2000,female
165087,COMMERCE,1.5407,218 (NEW),3334,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,068,S,new,1,January,2002,male
165400,ARTS,1.592,352 (NEW),3758,2020,ECONOMICS,A,GEOGRAPHY,A,SINHALA,A,056,C,new,21,May,2001,female
165607,COMMERCE,1.4694,280 (NEW),4066,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,046,B,new,10,March,2001,female
165608,COMMERCE,1.6088,174 (NEW),2711,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,064,C,new,1,February,2001,female
165620,COMMERCE,1.6295,162 (NEW),2565,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,C,new,9,June,2001,female
165708,COMMERCE,1.5753,187 (NEW),3003,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,C,new,18,June,2000,male
165850,COMMERCE,1.5621,197 (NEW),3129,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,058,C,new,30,June,2000,female
165867,COMMERCE,1.5254,232 (NEW),3487,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,Absent,new,8,June,2000,female
166123,COMMERCE,1.4017,345 (NEW),4886,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,042,F,new,14,August,2001,female
166138,COMMERCE,1.573,189 (NEW),3025,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,058,S,new,3,November,2001,male
166761,ARTS,1.4673,586 (NEW),5684,2020,ECONOMICS,A,GEOGRAPHY,A,LOGIC & SCIENTIFIC METHOD,A,Absent,Absent,new,5,October,2000,female
166773,COMMERCE,1.3579,386 (NEW),5401,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,S,new,29,January,2001,female
166873,ARTS,1.5596,400 (NEW),4178,2020,HISTORY OF SRI LANKA & INDIA,A,BUDDHIST CIVILIZATION,A,SINHALA,A,026,S,new,31,October,2001,female
166879,ARTS,1.6608,272 (NEW),2930,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,SINHALA,A,046,C,new,10,July,2001,female
166883,COMMERCE,1.4496,298 (NEW),4297,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,042,C,new,27,June,2001,female
166983,COMMERCE,1.4291,323 (NEW),4545,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,050,F,new,6,September,2001,female
167535,COMMERCE,1.6147,171 (NEW),2675,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,S,new,3,November,2001,female
167563,ARTS,1.5825,365 (NEW),3875,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,SINHALA,A,046,S,new,19,February,2001,female
167722,COMMERCE,1.3773,371 (NEW),5165,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,054,S,new,15,October,2001,female
167815,COMMERCE,1.5314,225 (NEW),3430,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,054,B,new,23,November,2001,female
167860,ARTS,1.4968,517 (NEW),5168,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,SINHALA,A,030,F,new,8,August,2000,female
167916,ARTS,1.6283,309 (NEW),3307,2020,GEOGRAPHY,A,ISLAMIC CIVILIZATION,A,TAMIL,A,044,F,new,28,January,2001,female
168114,COMMERCE,1.4148,335 (NEW),4717,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,C,new,27,April,2001,female
169643,ARTS,1.5873,359 (NEW),3813,2020,HOME ECONOMICS,A,ISLAMIC CIVILIZATION,A,ARABIC,A,032,S,new,7,January,2002,female
169715,ARTS,1.6464,288 (NEW),3096,2020,GEOGRAPHY,A,ISLAMIC CIVILIZATION,A,TAMIL,A,038,F,new,11,January,2002,female
169749,ARTS,1.4175,691 (NEW),6614,2020,GEOGRAPHY,A,ISLAM,A,TAMIL,A,032,S,new,10,July,2001,female
170061,ARTS,1.6007,342 (NEW),3654,2020,GEOGRAPHY,A,ISLAMIC CIVILIZATION,A,TAMIL,A,048,C,new,21,August,2001,female
